contrast1,contrast2,contrast3,contrast4,dissimilarity1,dissimilarity2,dissimilarity3,dissimilarity4,homogeneity1,homogeneity2,homogeneity3,homogeneity4,energy1,energy2,energy3,energy4,correlation1,correlation2,correlation3,correlation4,label
43.93345615214688,70.60291971920472,33.628573721865315,77.99149436467648,2.790721318492715,3.597753531887358,2.366694441046659,3.753022545103506,0.642710908156109,0.6052083495057236,0.6593704931603734,0.6027949724727516,0.2845507607829381,0.2772609682065129,0.2882180191711332,0.2772800673166443,0.9883230803090328,0.981252557740437,0.9910622158961225,0.9792906434584596,3.0
46.111989359094075,70.30673519172491,29.07488762842186,73.47038729170878,2.868372370351826,3.6941532852583636,2.3359336778372537,3.7391975367739696,0.6179181726621161,0.5706319043190483,0.6298835602324526,0.5708319684304328,0.25826665236651514,0.2525901721399468,0.26218183577688625,0.25262328867628103,0.9878368520526402,0.9814670254089892,0.9923322057255739,0.98063308135193,3.0
48.040140349799735,80.8805611191694,39.17901862157115,85.96626468188558,2.8648636252442197,3.8410124042109235,2.550815649461467,3.8824414734929946,0.6154346200072717,0.5640935559069892,0.6219299410158922,0.5653372997445714,0.2506981213055774,0.24541963985598408,0.2543451821754586,0.2454260089726339,0.9856424785736507,0.9758447520186111,0.9882940229313262,0.9743258897726282,3.0
33.92692025440061,56.867850536721484,25.07609925391166,55.48172686225598,2.400241560665054,3.165023111890579,2.073171477494845,3.2123728080084613,0.639808313889468,0.5897186949634619,0.6472186567842303,0.5856064541058659,0.25943315322204624,0.25453482173366,0.2620885357822705,0.2544792787954956,0.9781781175682487,0.963442379337037,0.9838735409636205,0.9643334519378977,3.0
37.867944288157055,64.38597814805856,31.16447911570183,67.46897032409886,2.7236423679057244,3.5917486529232767,2.436296018835312,3.760314183845713,0.574563191630247,0.5191444504141073,0.5846603146389671,0.5150378828449615,0.23119178307586452,0.22722120507810994,0.23482593027843893,0.22745814341834464,0.9831329592179078,0.9713321382224649,0.9861218918196938,0.969959435716332,3.0
36.81238533512325,59.34584349783867,26.313493762228674,60.60193550116218,2.7258821550876995,3.513275454674166,2.307538833169963,3.585831855729568,0.5974823807907435,0.5424910930436926,0.604117019275105,0.5428639579436833,0.24652250350486032,0.24098861920279777,0.24937744599897774,0.24110470948397741,0.9835650198715796,0.9735162976294364,0.9882530519287215,0.97295575345641,3.0
19.715891022503623,30.726594184304933,15.97922654721065,37.41693314593491,2.0157396648725827,2.6661854082972516,1.8009685359587404,2.81462233983475,0.6225908368915346,0.563577108605298,0.6316247579494046,0.5609157067319552,0.2450389521097518,0.2416047296633855,0.2487084519017676,0.2415945467443015,0.9828297390417223,0.9732479503218265,0.9860872026122297,0.9674230196707927,3.0
45.72799198874122,85.55805163122952,42.68334913159862,84.40868409663771,3.109168603228472,4.179280869788073,2.806965508805812,4.238732235247003,0.5662820623674922,0.5164881637136968,0.5811185720228919,0.5154212512665611,0.23721391246449788,0.23393066979320476,0.24152538699354711,0.23388741466609878,0.9876926142767546,0.9769762973739586,0.988514089112668,0.977285592593058,3.0
34.6363594667284,53.3082364114687,22.940985812131025,56.998234534943464,2.6468321917805087,3.437394924192123,2.2127874266142054,3.531925812171218,0.5972012443176783,0.5450041071786568,0.6080222927188446,0.5444194393523676,0.24928934782810655,0.24570189097785047,0.2535071638778957,0.24567154566860533,0.9842480252616389,0.9757629919462132,0.9895683345046062,0.9740853053398302,3.0
39.5734084515603,65.38823380730933,28.18197697529098,65.02486969641998,2.6641542318978333,3.5211913250943416,2.209175483121047,3.514918371176479,0.6268909920202981,0.57804553078063,0.6395633061564642,0.5788939919275906,0.2684497588287762,0.2628437191655276,0.27299641301995203,0.262789209643773,0.9869529572026247,0.9784566047249568,0.9907095337663304,0.9785763219311597,3.0
